lat;lon;Omset.Penjualan;Jarak Ke Indomaret
-7.33639;112.76861;150000;0.000971953
-7.33639;112.76889;100000;0.000397492
-7.33639;112.76944;150000;0.000379096
-7.34528;112.80583;100000;0.000144942
-7.34361;112.77972;150000;0.000477259
-7.33472;112.78083;3000000;0.000357995
-7.26861;112.76083;300000;0.000206476
-7.27222;112.76472;200000;0.000309661
-7.27167;112.755;250000;6.35E-05
-7.27167;112.75194;3000000;2.47E-05
-7.28111;112.75472;250000;0.000123697
-7.28056;112.75111;3000000;7.33E-05
-7.27472;112.73444;500000;0.000170905
-7.27389;112.73083;400000;0.000146265
-7.27194;112.73583;2000000;0.000115622
-7.27111;112.73556;400000;9.76E-05
-7.27;112.73583;2000000;8.03E-05
-7.27167;112.735;2000000;0.000104721
-7.23583;112.75861;300000;9.35E-05
-7.24556;112.72194;250000;0.001332578
-7.24694;112.75083;500000;6.01E-05
-7.24389;112.75194;200000;4.49E-05
-7.23611;112.75111;100000;0.000141966
-7.23889;112.75139;50000;9.35E-05
-7.23583;112.75056;250000;0.000155673
-7.24778;112.72833;2000000;8.90E-06
-7.23639;112.72083;200000;0.00026123
-7.23833;112.72444;200000;0.000155408
-7.23639;112.72139;200000;0.000250029
-7.23917;112.72167;500000;0.000183052
-7.27056;112.72722;2000000;9.93E-05
-7.27861;112.7225;50000;0.000326016
-7.27;112.76111;2000000;0.000204026
-7.32972;112.76972;150000;0.000275479
-7.27083;112.72611;2000000;0.00010165
-7.27056;112.7275;1800000;0.000100386
-7.26833;112.72472;200000;5.74E-05
-7.26861;112.7225;200000;6.94E-05
-7.26806;112.72389;450000;5.51E-05
-7.26778;112.72444;300000;4.98E-05
-7.26833;112.72444;200000;5.78E-05
-7.26833;112.72583;20000;5.73E-05
-7.26889;112.72667;300000;6.76E-05
-7.265;112.72722;1000000;2.14E-05
-7.2625;112.72722;500000;6.53E-06
-7.26333;112.72861;800000;1.73E-05
-7.26361;112.72722;400000;1.16E-05
-7.26361;112.72778;150000;1.40E-05
-7.26389;112.72861;300000;2.04E-05
-7.26389;112.72889;150000;2.23E-05
-7.26417;112.72889;600000;2.42E-05
-7.26417;112.72944;300000;2.84E-05
-7.26083;112.71972;500000;3.15E-05
-7.2675;112.71917;200000;8.32E-05
-7.26611;112.72389;300000;3.05E-05
-7.26333;112.7225;200000;1.45E-05
-7.26306;112.72111;50000;2.30E-05
-7.27889;112.71944;500000;0.000362784
-7.26611;112.72917;100000;4.32E-05
-7.27861;112.71583;100000;0.000408301
-7.27417;112.72444;100000;0.00018015
-7.27611;112.72389;30000;0.00023716
-7.27639;112.75639;30000;0.001208258
-7.27556;112.72361;600000;0.000221484
-7.2775;112.72861;200000;0.000290369
-7.2825;112.7325;300000;0.000523216
-7.27833;112.7275;100000;0.000312775
-7.27861;112.72639;300000;0.000319105
-7.27917;112.7225;400000;0.000346302
-7.27722;112.72556;200000;0.000270398
-7.27722;112.725;300000;0.000270458
-7.32694;112.75028;500000;0.00037554
-7.32472;112.74972;1000000;0.000342191
-7.23889;112.78167;1000000;0.007601112
-7.31194;112.75278;200000;0.001293102
-7.32333;112.78278;250000;1.66E-05
-7.24;112.7825;250000;0.007402708
-7.32306;112.77056;200000;0.000243456
-7.3225;112.78167;150000;2.99E-05
-7.3225;112.78194;1000000;2.77E-05
-7.32056;112.7725;150000;0.000208554
-7.32056;112.77556;200000;0.000135978
-7.27361;112.80083;150000;0.000772741
-7.27694;112.76944;150000;0.000471565
-7.25222;112.76861;150000;0.000191517
-7.25194;112.77444;150000;0.000160363
-7.27583;112.72389;300000;0.000228653
-7.27639;112.72583;300000;0.000243988
-7.26306;112.67667;200000;5.54E-05
-7.32056;112.77694;500000;0.000109375
-7.28361;112.74472;1000000;0.0006327
-7.28194;112.72806;2000000;0.000455274
-7.2825;112.72306;700000;0.000477023
-7.28861;112.72667;800000;0.000776419
-7.29139;112.72917;200000;0.000951828
-7.28972;112.72556;400000;0.000837704
-7.28528;112.72722;300000;0.000603918
-7.25917;112.74472;600000;6.59E-05
-7.27861;112.73917;50000;0.000509441
-7.29083;112.72861;50000;0.000913873
-7.28278;112.72083;1800000;0.000504378
-7.2825;112.72111;400000;0.000489691
-7.28194;112.72861;2000000;0.000458576
-7.28333;112.72806;2000000;0.000516037
-7.28278;112.72167;1000000;0.000497518
-7.30056;112.63222;200000;5.69E-06
-7.26312;112.63963;100000;0.001391951
-7.33889;112.72444;200000;9.74E-05
-7.33222;112.71361;500000;3.74E-05
-7.34;112.71722;2000000;0.000147942
-7.245;112.7325;3500000;1.68E-05
-7.24417;112.73222;1000000;2.32E-05
-7.24472;112.73278;1000000;1.99E-05
-7.24333;112.72778;1700000;4.17E-05
-7.24861;112.72;500000;0.00012352
-7.25722;112.70417;200000;9.04E-05
-7.30528;112.79472;700000;0.000253924
-7.27889;112.71556;300000;0.000192904
-7.25694;112.70667;500000;0.000100401
-7.25861;112.705;100000;6.61E-05
-7.30611;112.78194;500000;0.000531864
-7.26528;112.70222;250000;7.28E-06
-7.25806;112.70472;100000;7.51E-05
-7.25667;112.70611;100000;0.000103639
-7.24389;112.73278;400000;2.75E-05
-7.23417;112.75861;150000;6.60E-05
-7.23333;112.77556;150000;0.003681752
-7.23389;112.78444;250000;0.00329636
-7.23361;112.78472;300000;0.003320049
-7.22333;112.78778;80000;0.004504752
-7.22389;112.78778;500000;0.004430799
-7.22472;112.78806;500000;0.004316607
-7.22333;112.78722;7000000;0.004516698
-7.27715;112.69985;300000;0.000130361
-7.2753;112.70238;750000;7.81E-05
-7.25313;112.70046;600000;0.00020107
-7.27694;112.72528;250000;0.00026122
-7.27889;112.71833;40000;0.000377099
-7.27861;112.71833;150000;0.000367035
-7.27639;112.72389;200000;0.000245825
-7.27667;112.72472;100000;0.000252939
-7.27583;112.72333;200000;0.000230583
-7.27639;112.72361;1000000;0.000246711
-7.28139;112.76389;1000000;0.000797794
-7.2625;112.67667;3000000;5.13E-05
-7.26333;112.67667;300000;5.75E-05
-7.25917;112.6475;500000;0.001151396
-7.26167;112.65;1500000;0.000924191
-7.29639;112.635;2000000;5.10E-05
-7.32139;112.77639;400000;0.000111226
-7.32194;112.77417;900000;0.000153591
-7.34083;112.78083;200000;0.000393263
-7.32167;112.77722;200000;9.37E-05
-7.32167;112.77472;500000;0.000143253
-7.32222;112.77361;300000;0.00016485
-7.30472;112.76722;500000;0.00118263
-7.26333;112.72722;250000;1.01E-05
-7.26889;112.71306;1000000;0.000216443
-7.27111;112.71278;200000;0.000264341
-7.27139;112.735;2000000;9.93E-05
-7.27111;112.73583;150000;9.96E-05
-7.2375;112.72444;100000;0.000173579
-7.27639;112.72611;100000;0.000244345
-7.27639;112.72639;300000;0.000244858
-7.2775;112.72667;30000;0.000281419
-7.27778;112.72639;100000;0.000290192
-7.27806;112.72639;200000;0.000299792
-7.27722;112.72528;150000;0.00027035
-7.27222;112.72472;100000;0.000131301
-7.27278;112.72444;25000;0.000144851
-7.265;112.73611;200000;2.61E-05
-7.27806;112.72583;500000;0.000298922
-7.27139;112.72528;1000000;0.000112622
-7.2625;112.72917;200000;1.77E-05
-7.26333;112.72944;1500000;2.34E-05
-7.2775;112.72556;2000000;0.000279684
-7.26278;112.71944;100000;3.87E-05
-7.27306;112.71083;150000;0.0003612
-7.26306;112.72083;1000000;2.55E-05
-7.33056;112.76944;250000;0.000291614
-7.33194;112.76667;500000;0.00040498
-7.33028;112.76944;50000;0.000289123
-7.33028;112.76611;300000;0.000409761
-7.33306;112.77;200000;0.000302693
-7.33194;112.7675;800000;0.000373766
-7.33028;112.76972;300000;0.00027999
-7.27806;112.725;200000;0.000298786
-7.27861;112.72444;50000;0.000318786
-7.31833;112.75833;200000;6.10E-05
-7.32389;112.74778;150000;0.000389503
-7.31194;112.77528;500000;0.000309452
-7.32028;112.77611;5000000;0.000128028
-7.33139;112.76583;1000000;0.000431711
-7.33222;112.74667;5000000;0.000655098
-7.305;112.79917;800000;0.000234417
-7.27833;112.72444;500000;0.000308879
-7.33167;112.76611;500000;0.000423669
-7.33333;112.76972;300000;0.000904231
-7.29028;112.76139;4300000;0.000502653
-7.31833;112.77583;300000;0.000159585
-7.31806;112.75833;10000000;5.90E-05
-7.27194;112.75361;200000;4.29E-05
-7.33;112.77;150000;0.00026868
-7.33194;112.76611;1200000;0.000426819
-7.31806;112.77583;100000;0.000163785
-7.2675;112.71417;500000;0.000169808
-7.27167;112.71167;300000;0.000305327
-7.26833;112.7175;600000;0.000118397
-7.27361;112.71139;150000;0.000359082
-7.2875;112.7275;150000;0.000718772
-7.25194;112.74194;200000;5.76E-05
-7.27528;112.72361;350000;0.000213284
-7.26111;112.71639;700000;8.01E-05
-7.26111;112.71667;500000;7.52E-05
-7.234;112.628;400000;0.000108492
-7.236;112.628;250000;0.000102047
-7.234;112.629;0;0.000129658
-7.23861;112.63;3000000;0.000150003
-7.235;112.625;300000;5.28E-05
-7.23333;112.62528;10000000;6.50E-05
-7.28556;112.72139;100000;0.000629708
-7.29028;112.72222;250000;0.000880074
-7.25944;112.68667;100000;1.33E-05
-7.26444;112.67722;700000;6.12E-05
-7.23611;112.60861;1500000;0.001061484
-7.28694;112.72528;100000;0.000684465
-7.25944;112.6875;500000;2.01E-05
-7.28917;112.7225;1500000;0.000814146
-7.23611;112.63194;175000;0.000196905
-7.25944;112.67861;1500000;1.96E-05
-7.235;112.61111;1000000;0.000980772
-7.23056;112.60972;1500000;0.001249915
-7.2675;112.71944;200000;7.99E-05
-7.26722;112.71722;10000000;0.000107328
-7.23556;112.63167;900000;0.000190259
-7.235;112.62472;600000;4.89E-05
-7.2625;112.66139;10000000;0.00047912
-7.24194;112.5925;700000;0.001974481
-7.23639;112.63083;300000;0.000166803
-7.26056;112.6675;700000;0.000242977
-7.25944;112.67917;3500000;1.49E-05
-7.26083;112.71694;2500000;7.05E-05
-7.23222;112.62528;300000;7.35E-05
-7.23528;112.60889;1500000;0.001079661
-7.27535;112.72614;150000;0.000213
-7.27444;112.72361;500000;0.000189626
-7.28083;112.71667;2000000;0.000147016
-7.27806;112.71972;50000;0.000330185
-7.30528;112.67417;700000;0.000673569
-7.25556;112.71528;1000000;0.000128295
-7.25889;112.71667;600000;7.86E-05
-7.30889;112.67389;2000000;0.000641528
-7.28194;112.72389;400000;0.000449923
-7.26;112.71694;1000000;7.11E-05
-7.27833;112.72;1000000;0.000336525
-7.33467;112.74795;2000000;0.000702287
-7.27139;112.72139;3000000;0.000128169
-7.28806;112.72472;200000;0.000744696
-7.30722;112.7825;700000;0.000551617
-7.30472;112.79611;700000;0.000229163
-7.30556;112.7625;500000;0.001522946
-7.29111;112.72139;600000;0.000935594
-7.28611;112.72528;200000;0.000641724
-7.28694;112.72167;80000;0.000697882
-7.30278;112.77889;2500000;0.000542095
-7.27833;112.7125;150000;0.000472775
-7.27861;112.71222;500000;0.000489948
